nombre,run,Dv,Correo,Nombre_usuario,Contrasena,Telefono_contacto,Puntos,Codigo_agenda,Etiqueta,Codigo_reserva,Fecha,Monto,Cantidad_personas
"Roberto Esquivel Galván",11610240,4,,roberto2374,Jm7UcjjH0n,"+56 9 5022 0549",4370,66602,Aniversario,576023,2025-01-16,2730000,10
"Clara Alva Colunga",18595942,2,,Claracolunga,mEdWcE5lXH9GZ,"+56 9 4980 3039",9755,68721,"Salida con Familia",576048,2025-01-28,510000,10
"Ana Corrales Reyna",17936354,2,,ancore,i2ZrHEpIIHNdmDvp,"+56 9 5982 0312",3121,70134,"Cena de Trabajo",576056,2025-09-08,978000,3
"Claudio Beltrán Merino",21595315,7,,clbeme,IeAjSGpyh6dPU6cc,"+56 9 1067 1762",1539,68503,"Cena de Trabajo",576059,2025-08-15,63000,1
,,,,clbeme,IeAjSGpyh6dPU6cc,"+56 9 1067 1762",0,68503,,576066,2025-02-11,65000,1
"Sra. Lilia Treviño Sauceda",,,sra.2704@outluc.com,Sra.sauceda,3144LNtAh,"+56 9 3697 8317",8222,71009,"Salida con Familia",576073,2025-10-15,504000,6
"Sra. Lilia Treviño Sauceda",,,sra.2704@outluc.com,Sra.sauceda,3144LNtAh,"+56 9 3697 8317",8222,71009,"Salida con Familia",576074,2025-07-26,324000,6
"Eduardo Aranda Santana",,,eduardo805@tourket.com,edarsa,6DteeSxPU87ixNO,"+56 9 0501 8178",6191,65314,"Cena de Trabajo",576108,2025-03-21,2992000,8
"Sr. Ángela Pineda Hernández",,,srOenpihe@tourket.com,Sr.hernández,4HYJcAufk04uVQr,"+56 9 7795 4376",1484,69957,"Salida con Familia",576114,2025-07-25,930000,10
"Sr. Ángela Pineda Hernández",,,,Sr.hernández,4HYJcAufk04uVQr,"+56 9 7795 4376",0,,"Salida con Familia",,2025-08-01,,10
"Sr. Ángela Pineda Hernández",,,srOenpihe@tourket.com,Sr.hernández,4HYJcAufk04uVQr,"+56 9 7795 4376",1484,69957,"Salida con Familia",576119,2025-01-24,1200000,10
"Dorotea Méndez Hernández",,,,,bUU1OWx1dd8k,"+56 9 9926 2062",0,63165,"Salida con Familia",576150,,565000,5
"Francisco Regalado Rivera",27723987,6,,francisco6727,p4umS8XSL7h,"+56 2 6569 2593",805,67755,"Salida con Familia",576157,2025-06-25,1431000,9
"María Elena Villaseñor Gastélum",2271072,9,,maría8953,xbiX26Bg8,"+56 9 5209 3101",200,61516,"Cena de Trabajo",576196,2026-09-29,882000,6
"María Elena Villaseñor Gastélum",,,,,xbiX26Bg8,"+56 9 5209 3101",200,61516,"Cena de Trabajo",576197,,1392000,
"Teodoro Reyna Carrero",22334010,5,,Teodorocarrero,JCXnuWzIgqZA3c12,"+56 9 4820 2798",5207,65457,"Salida con Amigos",576247,2025-06-06,200000,4
"Teodoro Reyna Carrero",22334010,5,,Teodorocarrero,JCXnuWzIgqZA3c12,"+56 9 4820 2798",5207,65457,"Salida con Amigos",576256,2025-05-14,832000,4
"Marta Marín Santacruz",2123234,3,,marta9990,6XCfPgrCWYjlO,"+56 9 1291 1528",3930,70435,"Salida con Familia",576279,2025-04-08,234000,3
"Rubén Leiva Jimínez",,,ruleji@viajesanma.com,,,"+56 2 2478 4516",0,68607,"Cena de Trabajo",576302,2025-02-10,402000,
"Sra. Graciela Lozano Aparicio",,,,sra.1107,f6Fh65zTU4APLUV,"+56 2 6014 5293",1013,71162,"Salida con Familia",576305,2025-03-16,328000,4
"Mariano Guillen Villalpando",3450776,7,,Marianovillalpando,fb6y5GirwPkp,"+56 9 4082 4334",8125,64616,"Salida con Familia",576314,2025-05-26,714000,7
"Andrés Quintanilla Romero",,,anquro@wass.com,Andrésromero,VH9zkKtNgMcSWuAg,"+56 9 9194 4124",4747,63177,Vacaciones,576317,2025-02-10,360000,4
"Josefina Crespo Estrada",29429097,4,,jocres,g3n6HORHVM665,"+56 9 2198 9832",2433,64990,"Salida con Amigos",576332,2025-06-14,456000,8
"Josefina Crespo Estrada",29429097,4,,jocres,g3n6HORHVM665,"+56 9 2198 9832",2433,64990,"Salida con Amigos",576339,2025-05-18,584000,8
"Sta. Alberto Fernández Quiñones",9560009,3,,Sta.quiñones,,,6105,67687,Vacaciones,576345,,,
"Carla Mares Maya",8898968,6,carla8604@tourket.com,,E4tu2VG0lVI,,844,66144,"Cena de Trabajo",,2026-05-19,,
,,,,camama,E4tu2VG0lVI,,844,66144,"Cena de Trabajo",,2025-09-02,132000,1
"Alberto Sandoval Tirado",,,Albertotirado@wass.com,alberto1095,cEb14Q6G7pttYLE,"+56 2 7400 3840",7994,69095,"Salida con Familia",576368,2025-06-25,1660000,10
"Alberto Sandoval Tirado",,,,alberto1095,cEb14Q6G7pttYLE,"+56 2 7400 3840",7994,69095,"Salida con Familia",576376,2025-01-20,1130000,10
,,,srraalap@edubus.cal,,LKcv69jGmK7,"+56 9 1331 6102",4334,65977,Vacaciones,576383,,,10
"Luz Montenegro Manzanares",29891964,8,,luz1843,5p7GGs0L7FiYa,"+56 2 9113 1507",8370,66948,"Cena de Trabajo",576388,2025-11-04,768000,8
"Marilu Olivares Guerrero",,,Mariluguerrero@tourket.com,marilu9882,iXvTp7WywD,"+56 2 4307 6254",4196,70083,"Cena de Trabajo",576420,2025-05-08,287000,7
"Ramiro Lucero Collado",,,,Ramirocollado,Cre0A0op,"+56 2 0736 9371",810,65411,"Salida con Familia",576421,2025-02-09,308000,4
"Ramiro Lucero Collado",,,Ramirocollado@outluc.com,Ramirocollado,Cre0A0op,"+56 2 0736 9371",810,65411,"Salida con Familia",576427,2025-01-13,928000,4
"Ramiro Lucero Collado",,,Ramirocollado@outluc.com,Ramirocollado,Cre0A0op,"+56 2 0736 9371",810,65411,"Salida con Familia",576428,2025-03-18,64000,4
"Marco Antonio Arevalo González",26945440,7,,marco6713,hwR31rj5,"+56 2 3301 1751",506,65143,Aniversario,576450,2025-11-27,1170000,10
"Clemente Valdivia Zarate",17741060,8,,clemente466,wFXrCBp18wFUF,"+56 9 8629 4305",5450,62212,Vacaciones,576488,2025-09-02,147000,1
"María Eugenia Armenta Ávila",18365446,2,,maeuaráv,utyyKiascmanI4,"+56 2 5851 4218",9342,67925,"Cena de Trabajo",576507,2026-02-14,222000,1
"Inés Haro Longoria",,,,inhalo,O46SNHA2lo615ctA,"+56 9 4208 9671",7963,69281,"Salida con Amigos",576508,2025-05-15,909000,9
"Inés Haro Longoria",,,inhalo@viajesanma.com,inhalo,,"+56 9 4208 9671",0,69281,,576510,2025-06-02,,
"Inés Haro Longoria",,,inhalo@viajesanma.com,inhalo,O46SNHA2lo615ctA,"+56 9 4208 9671",7963,69281,"Salida con Amigos",576511,2025-02-28,3384000,9
"Ariadna Fuentes Padrón",11018030,6,,,EWu7mK8rGo9wH1N,"+56 9 1970 7547",8595,,"Cena de Trabajo",576517,,,
"Rosa Solorio Garibay",,,rosoga@outluc.com,Rosagaribay,oomZYGMc0I,"+56 2 4787 0203",1796,69841,"Salida con Familia",576525,2025-03-06,162000,1
"Marco Antonio Cortés Hernandes",,,Marcohernandes@viajesanma.com,maancohe,8UJOaaiSkQ,"+56 9 6210 7944",9427,67623,Aniversario,576529,2025-06-09,122000,1
"Marco Antonio Cortés Hernandes",,,Marcohernandes@viajesanma.com,maancohe,8UJOaaiSkQ,"+56 9 6210 7944",9427,67623,Aniversario,576530,2025-09-28,64000,1
"Marco Antonio Cortés Hernandes",,,Marcohernandes@viajesanma.com,maancohe,8UJOaaiSkQ,"+56 9 6210 7944",9427,67623,Aniversario,576536,2025-07-27,185000,1
"Jesús Deleón Cantú",13813540,3,,jedeca,G09sgl56xjxkJT,"+56 2 6052 6667",2740,62671,Vacaciones,576544,2025-12-07,1850000,10
"Sra. Andrés Menchaca Leiva",5789778,3,,Sra.leiva,x3VZ58dgU,"+56 2 3330 5059",9279,63141,Vacaciones,576552,2025-01-19,798000,6
"Sra. Víctor Alba González",24144579,8,,sra.8707,HFUlOt1ODf,"+56 2 0723 6722",1931,68002,Aniversario,576570,2025-11-13,66000,1
"Sr. Ester Almonte Corrales",14481812,1,,sr.4455,GR8tlIq6op0,"+56 9 3881 7680",9106,65800,"Cena de Trabajo",576586,2025-01-07,2340000,5
"Francisca Sotelo Enríquez",13592272,2,,Franciscaenríquez,0Pvjx5GJnUClg0,"+56 9 1797 4192",1375,65912,"Salida con Amigos",576604,2025-02-23,216000,2
"Sancho Espinoza Montoya",,,saesmo@edubus.cal,saesmo,3Y2WcVdA5g7Jct,"+56 9 4392 8916",4552,71948,"Cena de Trabajo",576614,2025-01-20,444000,3
"Sancho Espinoza Montoya",,,saesmo@edubus.cal,saesmo,3Y2WcVdA5g7Jct,"+56 9 4392 8916",4552,71948,"Cena de Trabajo",576616,2025-04-03,720000,3
"Sancho Espinoza Montoya",,,saesmo@edubus.cal,saesmo,3Y2WcVdA5g7Jct,"+56 9 4392 8916",4552,71948,"Cena de Trabajo",576617,2025-01-18,420000,3
"Carmen Urrutia Villalpando",,,,,,"+56 9 9483 9986",0,71795,"Salida con Amigos",576633,2025-01-20,380000,5
"Sta. Octavio Núñez Ornelas",,,stocnOUor@edubus.cal,Sta.ornelas,R6li4vN4ar,"+56 9 0858 8260",8035,69604,"Cena de Trabajo",576636,2025-03-17,225000,3
"Sta. Octavio Núñez Ornelas",,,stocnOUor@edubus.cal,Sta.ornelas,R6li4vN4ar,"+56 9 0858 8260",8035,69604,"Cena de Trabajo",576640,2025-05-11,336000,3
"Sta. Octavio Núñez Ornelas",,,stocnOUor@edubus.cal,Sta.ornelas,R6li4vN4ar,"+56 9 0858 8260",8035,69604,"Cena de Trabajo",576643,2025-10-02,468000,3
"Mariana Narváez Aragón",,,MarianaaragOIn@outluc.com,Marianaaragón,svh75OlDMRiILD,"+56 9 5522 7622",5388,69933,Aniversario,576656,2025-12-05,380000,5
"Mariana Narváez Aragón",,,MarianaaragOIn@outluc.com,Marianaaragón,svh75OlDMRiILD,"+56 9 5522 7622",5388,69933,Aniversario,576657,2026-01-07,710000,5
"Anita Padrón Ruiz",4990722,2,,Anitaruiz,oRzsTvBAa5iA3d,"+56 2 8435 8502",3663,72024,"Cena de Trabajo",576658,2026-02-11,665000,5
"Dolores Alarcón Casárez",26467458,1,dolores1528@marmol.com,Dolorescasárez,VXDMS112vBLL,,8168,,,,2025-09-26,792000,
"Marco Antonio Cortés Hernandes",,,Marcohernandes@viajesanma.com,maancohe,8UJOaaiSkQ,"+56 9 6210 7944",9427,61397,Vacaciones,576674,2025-06-26,1540000,10
"Marilu Cepeda Valladares",9092402,8,,maceva,Sc61xTSjG,"+56 2 5526 7714",9090,70810,Aniversario,576677,2025-10-01,865000,5
"Marilu Cepeda Valladares",9092402,8,,maceva,Sc61xTSjG,"+56 2 5526 7714",9090,70810,Aniversario,576679,2025-10-12,410000,5
"Sta. Gabriel Benítez Fernández",2196148,5,,Sta.fernández,spkKXhutBheA24j,"+56 2 5388 3130",1452,71783,"Salida con Amigos",576681,2025-06-25,752000,4
"Sr. María Franco Abreu",1849456,6,,sr.3503,xeuAza38S74apyZ,"+56 9 4238 3919",6540,62995,"Salida con Familia",576691,2025-11-06,945000,7
"Mariano Garica Tello",,,Marianotello@edubus.cal,magate,w6Yg4MhR,"+56 9 9798 5606",3034,65323,Aniversario,576698,2026-04-15,118000,2
"Mariano Garica Tello",,,Marianotello@edubus.cal,magate,w6Yg4MhR,"+56 9 9798 5606",3034,65323,Aniversario,576705,2025-11-18,624000,2
"Mariano Garica Tello",,,Marianotello@edubus.cal,magate,w6Yg4MhR,"+56 9 9798 5606",3034,65323,Aniversario,576710,2025-05-17,122000,2
"Sergio Alicea Córdova",,,sealcOI@marmol.com,sergio656,,"+56 9 3676 1718",0,69198,"Cena de Trabajo",576716,,864000,
"Gabriela Amaya Mota",,,gabriela2398@viajesanma.com,Gabrielamota,wbj79In2,"+56 2 6724 7028",1026,68250,Vacaciones,576738,2026-10-16,3096000,9
"Gabriela Amaya Mota",,,,Gabrielamota,wbj79In2,"+56 2 6724 7028",1026,68250,Vacaciones,576739,2026-04-08,2655000,9
"Sr. Carolina Tafoya Pantoja",18570739,3,,Sr.pantoja,EFNsvCl1,"+56 2 8913 7292",6269,61544,Vacaciones,576760,2025-09-29,1040000,10
"Sta. Jesús Rangel Montaño",16005483,2,,stjeramo,Ggf4HRRwa,"+56 2 5079 4438",4067,65852,Vacaciones,576764,2025-07-15,468000,4
"Graciela Chapa Robles",,,grchro@edubus.cal,Gracielarobles,E0ohRJPm32WtPu,"+56 2 5200 6728",4225,68497,Aniversario,576808,2025-03-11,1020000,3
"Graciela Chapa Robles",,,grchro@edubus.cal,Gracielarobles,E0ohRJPm32WtPu,"+56 2 5200 6728",4225,68497,Aniversario,576811,2025-10-10,165000,3
"Graciela Chapa Robles",,,grchro@edubus.cal,Gracielarobles,E0ohRJPm32WtPu,"+56 2 5200 6728",4225,68497,Aniversario,576812,2025-04-07,1389000,3
"Barbara Alejandro Saucedo",7816771,8,,barbara6583,cSqDsUrdBh7DbmZ,"+56 2 6085 8670",120,63671,"Salida con Amigos",576815,2025-06-07,868000,7
"Barbara Alejandro Saucedo",7816771,8,,barbara6583,cSqDsUrdBh7DbmZ,"+56 2 6085 8670",120,63671,"Salida con Amigos",576819,2025-12-01,931000,7
"Barbara Alejandro Saucedo",7816771,8,,barbara6583,cSqDsUrdBh7DbmZ,"+56 2 6085 8670",120,63671,"Salida con Amigos",576820,2025-11-28,357000,7
"Elisa Patiño Carrera",19960575,5,,Elisacarrera,SNt6Uye0BS3rxgjH,"+56 9 9449 9109",7643,66700,Vacaciones,576828,2025-03-09,212000,4
"Miguel Olmos Tórrez",21477547,6,,miguel8202,unKaoT6X,"+56 9 5017 7747",124,62257,"Cena de Trabajo",576850,2026-03-15,372000,1
"Lorena Jaramillo Zaragoza",28438496,2,,lorena8750,2P0QeS53dTFAya,"+56 9 3878 9241",5637,64173,"Salida con Amigos",576855,2025-01-06,770000,10
"Lorena Jaramillo Zaragoza",28438496,2,,lorena8750,2P0QeS53dTFAya,"+56 9 3878 9241",5637,64173,"Salida con Amigos",576862,2025-07-02,2980000,10
"Sta. César Jurado Ferrer",9822250,2,,sta.3798,9fHXrNchGR,"+56 9 7097 6707",5130,66352,"Salida con Familia",576863,2025-01-01,1590000,10
"Cecilia Guerrero Esquivel",20476454,9,,Ceciliaesquivel,mSouOT1kQaN1QwSF,"+56 9 4896 6983",7062,61377,"Cena de Trabajo",576876,2025-01-12,585000,9
"Alfredo Roque Olivárez",28532617,6,,Alfredoolivárez,GJOmK0KHrQ,"+56 9 2330 8044",389,64813,Aniversario,576887,2025-11-04,96000,1
"Tomás Madrigal Alba",26919052,3,,Tomásalba,Sdv1x0pfWc4,"+56 9 9945 5935",4808,65491,"Salida con Amigos",576899,2025-09-20,1026000,9
"Blanca Gallegos Montaño",931793,7,,blgamo,BOuitj1yal3e26T,"+56 2 4797 2226",3858,63440,"Salida con Amigos",576906,2025-03-04,702000,9
"María del Carmen Palomino Maestas",,,madecapama@viajesanma.com,madecapama,avNw2v4S,"+56 2 7478 2112",3361,65792,"Salida con Familia",576919,2025-03-15,820000,10
"María del Carmen Palomino Maestas",,,madecapama@viajesanma.com,madecapama,avNw2v4S,"+56 2 7478 2112",3361,65792,"Salida con Familia",576920,2025-02-27,2000000,10
"María del Carmen Palomino Maestas",,,madecapama@viajesanma.com,madecapama,avNw2v4S,"+56 2 7478 2112",3361,65792,"Salida con Familia",576927,2025-04-23,1080000,10
"Juan Hernández Laureano",23471663,8,juan2578@outluc.com,Juanlaureano,,,6646,69163,Vacaciones,,,,3
"Sta. Timoteo Valdés Rojas",12768874,5,,sttivaro,d1ysXM3wbitZ57,"+56 9 2311 7008",9890,70553,Aniversario,576965,2025-04-18,775000,5
"Sr. Rubén Bustos Mojica",,,srrubumo@viajesanma.com,,,"+56 2 5477 5303",3696,71888,,576979,,497000,7
"Clemente Pedroza Acosta",,,clemente8096@wass.com,clemente4775,SKASn5QnWj,"+56 9 5811 9147",810,67315,"Salida con Amigos",576989,2026-06-12,1008000,9
"Clemente Pedroza Acosta",,,clemente8096@wass.com,clemente4775,SKASn5QnWj,"+56 9 5811 9147",810,67315,"Salida con Amigos",576990,2026-08-02,1062000,9
"José Baca Hernandes",28381250,2,,josé3309,Ud3j7beEba,"+56 9 7146 3113",9278,63307,"Salida con Amigos",577000,2026-09-10,378000,2
"Ramón Mena Mondragón",,,RamOInmondragOIn@wass.com,ramemo,6IcIfm7FNgBT4x,"+56 9 4405 0535",3834,67411,Aniversario,577004,2025-07-18,134000,2
"Claudia Ceja Medina",5992927,5,,Claudiamedina,2z6aVYYtn,"+56 9 2864 8074",7756,68997,"Salida con Familia",577009,2026-01-04,2268000,7
"María José Alanis Páez",28340525,7,,majoalpá,18eEKt0CgaIW,"+56 2 7176 3348",9978,63683,Vacaciones,577025,2025-11-09,372000,3
"Maricarmen Guevara Ureña",,,maguur@viajesanma.com,maguur,J1qdX4P0i,"+56 9 8803 0214",2472,67340,Vacaciones,577027,2025-05-03,830000,2
"Juan Mayorga Chavarría",1454207,8,,Juanchavarría,furR6n3WQHYl7a6o,"+56 9 4384 1227",596,64014,"Salida con Familia",577061,2025-01-31,376000,2
"Teodoro Reyna Carrero",22334010,5,,Teodorocarrero,JCXnuWzIgqZA3c12,"+56 9 4820 2798",5207,64827,Vacaciones,577035,2026-10-25,152000,1
,,,,Sra.tijerina,5eJhsR4XG,"+56 9 2001 1660",0,64581,"Salida con Familia",,2025-03-30,,10
,29371061,9,,,5eJhsR4XG,"+56 9 2001 1660",0,64581,"Salida con Familia",577039,,950000,
,,,JosOopantoja@wass.com,jolugupa,7pMlBcvLFvlLm,,8721,,"Salida con Familia",,2026-01-24,90000,3
"María Soledad Puente Barrios",,,,Maríabarrios,08FxXChSOuKT,"+56 2 8264 9484",2580,62029,Vacaciones,577050,2025-02-16,120000,2
"Guillermo Macías Ornelas",6611966,1,,guillermo9308,3pYGeWqksR4kgX,"+56 9 0634 7588",9864,61353,Aniversario,577052,2025-01-03,354000,6
"Guillermo Macías Ornelas",,,Guillermoornelas@marmol.com,,3pYGeWqksR4kgX,"+56 9 0634 7588",0,61353,,577053,2025-01-18,474000,
"Agustín Flores Rosales",,,AgustOAnrosales@edubus.cal,agflro,,"+56 9 8723 4960",0,61805,"Salida con Amigos",,2025-02-23,40000,
"Agustín Flores Rosales",7086077,5,,agflro,eU5TlAkkncxH5gsu,"+56 9 8723 4960",5737,61805,"Salida con Amigos",577075,2025-01-11,395000,5
"Sta. José Luis Cano Godoy",21510795,7,,Sta.godoy,ezxX05zRBl1ttO,"+56 2 1264 5469",2816,61162,"Salida con Familia",577087,2025-12-03,2040000,8
"Eva Riojas Ríos",1795626,4,,Evaríos,KxNY1BZ5otv,"+56 9 5453 4920",4953,68094,Aniversario,577099,2025-06-21,270000,3
"Víctor Elizondo Saucedo",,,vOAelsa@tourket.com,Víctorsaucedo,,"+56 9 7043 0873",0,,,577101,2025-04-15,139000,1
"Lucas Méndez Saucedo",,,lumOosa@marmol.com,Lucassaucedo,UKIaT7quXm,"+56 9 6323 7451",3139,70850,Vacaciones,577102,2025-05-26,920000,10
"Lucas Méndez Saucedo",,,lumOosa@marmol.com,Lucassaucedo,UKIaT7quXm,"+56 9 6323 7451",3139,70850,Vacaciones,577105,2026-03-11,1960000,10
"Ignacio Olivares Rivas",,,,,,"+56 2 4479 4492",2586,61534,Vacaciones,577117,,670000,10
"Marco Antonio Ornelas Castillo",,,Marcocastillo@tourket.com,,hVZVS5x8Ym,"+56 9 7367 1204",7690,67936,,,2025-05-30,182000,1
"Miguel Acevedo Irizarry",,,Miguelirizarry@wass.com,Miguelirizarry,2z0FESgIi,"+56 2 3523 2661",5261,65730,"Salida con Familia",577140,2025-02-11,819000,9
"Miguel Acevedo Irizarry",,,Miguelirizarry@wass.com,Miguelirizarry,2z0FESgIi,"+56 2 3523 2661",5261,65730,"Salida con Familia",577141,2025-01-14,1377000,9
"Miguel Acevedo Irizarry",,,Miguelirizarry@wass.com,Miguelirizarry,2z0FESgIi,"+56 2 3523 2661",5261,65730,"Salida con Familia",577142,2025-05-23,927000,9
"Sr. Hernán Valenzuela Solorzano",23940862,1,,sr.5643,BxaW5mD7x36y,"+56 2 4809 1069",2508,63047,Vacaciones,577143,2025-05-02,1264000,8
"Rubén Rodríquez Alanis",,,ruroal@edubus.cal,ruroal,1Nuv1tkgRw8JGzG,"+56 9 2891 1463",3190,61293,Vacaciones,577150,2026-01-19,966000,6
"Rubén Rodríquez Alanis",,,ruroal@edubus.cal,ruroal,1Nuv1tkgRw8JGzG,"+56 9 2891 1463",3190,61293,Vacaciones,577151,2025-05-12,1026000,6
"Rubén Rodríquez Alanis",,,ruroal@edubus.cal,ruroal,1Nuv1tkgRw8JGzG,"+56 9 2891 1463",3190,61293,Vacaciones,577157,2025-01-11,1170000,6
"Sara Camarillo Meléndez",,,sacame@tourket.com,sara8069,jjsNGIlE3m,"+56 9 6401 9217",9619,66857,"Salida con Familia",577190,2026-04-14,1864000,8
"Sara Camarillo Meléndez",,,sacame@tourket.com,sara8069,jjsNGIlE3m,"+56 9 6401 9217",9619,66857,"Salida con Familia",577191,2025-11-06,2312000,8
"Vicente Gaitán Fajardo",,,Vicentefajardo@outluc.com,Vicentefajardo,tcukTtp1,"+56 2 4722 4397",3571,70734,Aniversario,577194,2025-01-01,620000,10
"Sara Esquibel Melgar",,,,sara6377,znVv1YUIdp0duY,"+56 9 0809 4632",6534,71362,Aniversario,577195,2025-02-04,300000,3
"Sara Esquibel Melgar",,,sara1012@outluc.com,sara6377,znVv1YUIdp0duY,"+56 9 0809 4632",6534,71362,Aniversario,577196,2025-04-14,150000,3
"María Soledad Ramón Leiva",,,marOAa7800@viajesanma.com,Maríaleiva,BxeDFbVJ0sGJ2xQu,"+56 2 9353 6309",2995,70622,"Salida con Familia",577203,2025-02-16,2240000,7
"María Soledad Ramón Leiva",,,,Maríaleiva,,"+56 2 9353 6309",0,70622,"Salida con Familia",577208,2025-06-30,1295000,
"Cristobal Pérez Urrutia",,,crpOour@tourket.com,cristobal6654,FFbxz0MjArL97AYr,"+56 2 8744 5158",5815,61482,Vacaciones,577224,2025-08-17,31000,1
"Cristobal Pérez Urrutia",,,crpOour@tourket.com,cristobal6654,FFbxz0MjArL97AYr,"+56 2 8744 5158",5815,61482,Vacaciones,577231,2025-04-01,200000,1
"Jorge Herrera Bahena",583921,1,,joheba,yueSds32U6TlD0L,"+56 9 1793 1318",9563,71402,"Cena de Trabajo",577265,2025-07-23,522000,3
"Marcos Martínez Cadena",,,mamaca@viajesanma.com,Marcoscadena,E6bHrYd1r8,"+56 9 8761 3498",4252,63215,"Salida con Familia",577282,2025-04-17,966000,6
"Marcos Martínez Cadena",,,mamaca@viajesanma.com,Marcoscadena,E6bHrYd1r8,"+56 9 8761 3498",4252,63215,"Salida con Familia",577284,2025-03-25,996000,6
"Mario Tejeda Lara",,,matela@marmol.com,matela,Pk4wlWJu,"+56 2 2849 5637",1477,66982,"Salida con Familia",577288,2025-01-15,168000,2
"Alejandro Camarillo Verdugo",9294109,4,,alcave,cCgoFEcM8O,"+56 9 1101 3514",2957,61458,Aniversario,577301,2025-05-21,1078000,7
"Débora Hernández Cedillo",28197202,2,,débora5983,n6fBj2Q4PjM9M2W,"+56 2 3141 0986",4836,66430,"Salida con Amigos",577302,2026-05-05,1683000,9
"Débora Hernández Cedillo",28197202,2,,débora5983,n6fBj2Q4PjM9M2W,"+56 2 3141 0986",4836,66430,"Salida con Amigos",577308,2026-05-10,2142000,9
"Benito Rivas Cervantes",29696788,2,,benito6378,Dy61zoZHiTbk5,"+56 2 0338 5330",7839,69770,"Salida con Familia",577314,2025-07-19,78000,2
"Benito Rivas Cervantes",29696788,2,,benito6378,Dy61zoZHiTbk5,"+56 2 0338 5330",7839,69770,"Salida con Familia",577315,2025-03-17,446000,2
"Rocio Márquez Salcedo",,,Rociosalcedo@viajesanma.com,romása,rxqf6YNrcfPx7A5u,"+56 2 9436 5673",2094,67781,Vacaciones,577316,2026-04-01,1070000,10
"Rocio Márquez Salcedo",,,Rociosalcedo@viajesanma.com,romása,rxqf6YNrcfPx7A5u,"+56 2 9436 5673",2094,67781,Vacaciones,577317,2025-06-26,4430000,10
"Sra. Mario Naranjo Rincón",,,srmanari@edubus.cal,sra.9176,QF4MLavTqdv5,"+56 9 3913 2135",474,63835,"Cena de Trabajo",577339,2025-09-04,1328000,8
"María Soledad Delapaz Pedraza",2070587,6,,Maríapedraza,aNSFmEi1YYrj,"+56 2 6783 1154",4701,64178,Vacaciones,577344,2026-01-24,1120000,8
"María Soledad Delapaz Pedraza",2070587,6,,Maríapedraza,aNSFmEi1YYrj,"+56 2 6783 1154",4701,64178,Vacaciones,577345,2025-04-14,1088000,8
"Sta. Fernando Leal Delgado",,,stfelede@wass.com,sta.799,gWlUh76Rv4W8T9R,"+56 9 9650 4439",3740,72145,"Salida con Familia",577367,2026-07-02,240000,3
"Sra. Florencia Sevilla Páez",,,Sra.pOeez@tourket.com,sra.2596,NVh53csj,"+56 2 4227 2072",8808,71752,Aniversario,577374,2025-12-10,1284000,6
"Cristian Arenas Serrano",11885793,3,,crarse,TU4qm2zWC9fwx,"+56 9 5979 2660",3115,71520,"Cena de Trabajo",577381,2025-07-22,748000,4
"Martín Solano Quintana",,,,masoqu,KCSxtUK5,,2361,66733,"Cena de Trabajo",,,655000,5
"Sara Tello Casas",,,sateca@tourket.com,sara476,uvm52GcBKx,"+56 2 3816 3854",8783,70139,Vacaciones,577388,2025-01-22,1701000,7
"Juana Valentín Henríquez",29959319,3,,juvahe,xhSOnaJ9ZJVyQ6dm,"+56 2 8280 2606",5689,67865,"Salida con Familia",577389,2025-09-13,987000,7
"Blanca Rojo Soria",,,blanca8628@outluc.com,Blancasoria,xLe6Ak4bUoGv4,"+56 2 6662 9030",8042,61348,"Salida con Amigos",577410,2025-03-21,1200000,8
"Blanca Rojo Soria",,,blanca8628@outluc.com,Blancasoria,xLe6Ak4bUoGv4,"+56 2 6662 9030",8042,61348,"Salida con Amigos",577411,2025-03-15,1856000,8
"Laura Loya Rosas",2746572,2,,Laurarosas,oqHDkpe3ujTF,"+56 9 3407 6028",9714,71415,"Salida con Amigos",577414,2026-06-23,294000,7
"María Luisa Gurule Romero",,,marOAa7127@outluc.com,maluguro,,"+56 9 6029 4782",7313,,,577425,2025-08-29,744000,
,,,,sr.9722,,,1714,62694,,577449,2025-08-01,152000,2
"Maricarmen Guevara Ureña",,,maguur@viajesanma.com,maguur,J1qdX4P0i,"+56 9 8803 0214",2472,67340,Vacaciones,577452,2025-06-05,300000,2
"Maricarmen Guevara Ureña",,,maguur@viajesanma.com,maguur,J1qdX4P0i,"+56 9 8803 0214",2472,67340,Vacaciones,577453,2025-02-01,166000,2
"Jacobo Adorno Apodaca",,,jaadap@outluc.com,Jacoboapodaca,hEDEkyR9DxF,"+56 2 7808 6512",9455,71760,Vacaciones,577454,2025-02-08,320000,2
,,,,Jacoboapodaca,,"+56 2 7808 6512",9455,,Vacaciones,577455,2025-02-15,324000,
"Mariano Segura Guzmán",22678086,6,,Marianoguzmán,rmeHmH8S4sk6X,"+56 2 2134 3169",9430,63563,Vacaciones,577466,2025-01-21,2064000,6
"Sancho Lucio Carreón",16348606,7,,sancho1057,dv6KHKxvInq,"+56 2 3360 2032",7040,63846,"Cena de Trabajo",577469,2025-12-15,268000,4
,,,teresa2191@wass.com,Teresaabrego,,"+56 9 7146 5522",948,66076,"Salida con Amigos",,,3088000,8
"Adán Soliz Carreón",,,adOen3146@edubus.cal,adán2169,zqKD5H3o,"+56 2 0296 5916",7802,66267,"Salida con Familia",577483,2025-04-04,620000,10
